"BehaviorSpace results (NetLogo 6.2.1)"
"EjemploCentGradoRedesDiferentes.nlogo"
"Aleat-vs-Pref"
"08/31/2022 13:29:56:919 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","prob-difusión","num-semillas","tipo-semillas","tipo-red","num-nodos","[step]","ticks"
"1154","10","3","grado+","preferencial","300","35","35"
"1155","10","3","grado+","preferencial","300","31","31"
"1157","10","3","grado+","preferencial","300","29","29"
"1159","10","3","grado+","preferencial","300","27","27"
"1158","10","3","grado+","preferencial","300","30","30"
"1156","10","3","grado+","preferencial","300","43","43"
"1161","10","3","grado+","preferencial","300","34","34"
"1160","10","3","grado+","preferencial","300","36","36"
"1163","10","3","grado+","preferencial","300","32","32"
"1162","10","3","grado+","preferencial","300","40","40"
"1165","10","3","grado+","preferencial","300","29","29"
"1164","10","3","grado+","preferencial","300","39","39"
"1166","10","3","grado+","preferencial","300","34","34"
"1167","10","3","grado+","preferencial","300","33","33"
"1169","10","3","grado+","preferencial","300","26","26"
"1168","10","3","grado+","preferencial","300","43","43"
"1170","10","3","grado+","preferencial","300","39","39"
"1171","10","3","grado+","preferencial","300","31","31"
"1173","10","3","grado+","preferencial","300","29","29"
"1174","10","3","grado+","preferencial","300","29","29"
"1172","10","3","grado+","preferencial","300","31","31"
"1175","10","3","grado+","preferencial","300","31","31"
"1178","10","3","grado+","preferencial","300","28","28"
"1176","10","3","grado+","preferencial","300","42","42"
"1177","10","3","grado+","preferencial","300","31","31"
"1179","10","3","grado+","preferencial","300","39","39"
"1180","10","3","grado+","preferencial","300","41","41"
"1181","10","3","grado+","preferencial","300","36","36"
"1182","10","3","grado+","preferencial","300","32","32"
"1183","10","3","grado+","preferencial","300","33","33"
"1186","10","3","grado+","preferencial","300","34","34"
"1188","10","3","grado+","preferencial","300","34","34"
"1185","10","3","grado+","preferencial","300","46","46"
"1190","10","3","grado+","preferencial","300","31","31"
"1187","10","3","grado+","preferencial","300","37","37"
"1184","10","3","grado+","preferencial","300","54","54"
"1189","10","3","grado+","preferencial","300","43","43"
"1192","10","3","grado+","preferencial","300","39","39"
"1191","10","3","grado+","preferencial","300","50","50"
"1193","10","3","grado+","preferencial","300","35","35"
"1198","10","3","grado+","preferencial","300","30","30"
"1194","10","3","grado+","preferencial","300","38","38"
"1195","10","3","grado+","preferencial","300","38","38"
"1196","10","3","grado+","preferencial","300","36","36"
"1197","10","3","grado+","preferencial","300","34","34"
"1199","10","3","grado+","preferencial","300","33","33"
"1200","10","3","grado+","preferencial","300","33","33"
