"BehaviorSpace results (NetLogo 6.2.1)"
"EjemploCentGrado.nlogo"
"experiment"
"08/31/2022 13:09:48:152 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","tipo-semillas","num-nodos","[step]","ticks"
"708","grado-","150","39","39"
"710","grado-","150","36","36"
"709","grado-","150","41","41"
"698","grado-","150","48","48"
"711","grado-","150","41","41"
"713","grado-","150","33","33"
"714","grado-","150","37","37"
"715","grado-","150","41","41"
"718","grado-","150","34","34"
"716","grado-","150","40","40"
"717","grado-","150","39","39"
"712","grado-","150","41","41"
"721","grado-","150","31","31"
"719","grado-","150","36","36"
"722","grado-","150","29","29"
"720","grado-","150","59","59"
"723","grado-","150","32","32"
"724","grado-","150","40","40"
"725","grado-","150","35","35"
"728","grado-","150","36","36"
"726","grado-","150","36","36"
"727","grado-","150","38","38"
"731","grado-","150","33","33"
"730","grado-","150","43","43"
"729","grado-","150","30","30"
"734","grado-","150","42","42"
"735","grado-","150","33","33"
"733","grado-","150","39","39"
"737","grado-","150","29","29"
"736","grado-","150","47","47"
"738","grado-","150","41","41"
"732","grado-","150","53","53"
"739","grado-","150","31","31"
"740","grado-","150","31","31"
"745","grado-","150","36","36"
"741","grado-","150","48","48"
"746","grado-","150","29","29"
"742","grado-","150","31","31"
"747","grado-","150","34","34"
"749","grado-","150","27","27"
"748","grado-","150","37","37"
"753","grado-","150","33","33"
"744","grado-","150","54","54"
"751","grado-","150","45","45"
"750","grado-","150","40","40"
"752","grado-","150","40","40"
"756","grado-","150","35","35"
"743","grado-","150","31","31"
"759","grado-","150","30","30"
"757","grado-","150","37","37"
"760","grado-","150","34","34"
"758","grado-","150","54","54"
"761","grado-","150","34","34"
"755","grado-","150","38","38"
"763","grado-","150","29","29"
"754","grado-","150","44","44"
"762","grado-","150","34","34"
"767","grado-","150","23","23"
"769","grado-","150","37","37"
"764","grado-","150","35","35"
"770","grado-","150","34","34"
"766","grado-","150","42","42"
"772","grado-","150","36","36"
"773","grado-","150","33","33"
"768","grado-","150","48","48"
"775","grado-","150","34","34"
"765","grado-","150","37","37"
"771","grado-","150","32","32"
"776","grado-","150","27","27"
"777","grado-","150","33","33"
"780","grado-","150","36","36"
"774","grado-","150","36","36"
"779","grado-","150","42","42"
"785","grado-","150","26","26"
"782","grado-","150","34","34"
"778","grado-","150","47","47"
"783","grado-","150","39","39"
"787","grado-","150","40","40"
"784","grado-","150","35","35"
"789","grado-","150","39","39"
"792","grado-","150","31","31"
"790","grado-","150","37","37"
"791","grado-","150","39","39"
"781","grado-","150","39","39"
"793","grado-","150","41","41"
"796","grado-","150","38","38"
"797","grado-","150","28","28"
"786","grado-","150","41","41"
"794","grado-","150","46","46"
"798","grado-","150","37","37"
"788","grado-","150","37","37"
"800","grado-","150","28","28"
"799","grado-","150","49","49"
"802","grado-","150","29","29"
"801","grado-","150","32","32"
"803","grado-","150","38","38"
"804","grado-","150","39","39"
"808","grado-","150","35","35"
"805","grado-","150","52","52"
"806","grado-","150","39","39"
"807","grado-","150","33","33"
"795","grado-","150","37","37"
"810","grado-","150","42","42"
"809","grado-","150","47","47"
"813","grado-","150","26","26"
"815","grado-","150","31","31"
"811","grado-","150","42","42"
"814","grado-","150","36","36"
"812","grado-","150","32","32"
"816","grado-","150","39","39"
"817","grado-","150","36","36"
"819","grado-","150","37","37"
"823","grado-","150","27","27"
"818","grado-","150","41","41"
"820","grado-","150","46","46"
"824","grado-","150","33","33"
"825","grado-","150","26","26"
"822","grado-","150","29","29"
"826","grado-","150","31","31"
"827","grado-","150","35","35"
"828","grado-","150","37","37"
"831","grado-","150","30","30"
"821","grado-","150","41","41"
"829","grado-","150","40","40"
"830","grado-","150","43","43"
"832","grado-","150","40","40"
"837","grado-","150","36","36"
"838","grado-","150","34","34"
"836","grado-","150","39","39"
"840","grado-","150","38","38"
"839","grado-","150","48","48"
"835","grado-","150","34","34"
"834","grado-","150","32","32"
"842","grado-","150","35","35"
"843","grado-","150","31","31"
"841","grado-","150","43","43"
"833","grado-","150","35","35"
"847","grado-","150","34","34"
"846","grado-","150","33","33"
"848","grado-","150","30","30"
"844","grado-","150","60","60"
"849","grado-","150","44","44"
"850","grado-","150","39","39"
"851","grado-","150","38","38"
"855","grado-","150","32","32"
"854","grado-","150","40","40"
"853","grado-","150","38","38"
"852","grado-","150","40","40"
"856","grado-","150","47","47"
"858","grado-","150","31","31"
"860","grado-","150","34","34"
"857","grado-","150","38","38"
"845","grado-","150","36","36"
"859","grado-","150","26","26"
"863","grado-","150","43","43"
"861","grado-","150","44","44"
"862","grado-","150","36","36"
"864","grado-","150","42","42"
"866","grado-","150","33","33"
"868","grado-","150","33","33"
"867","grado-","150","30","30"
"865","grado-","150","38","38"
"870","grado-","150","32","32"
"871","grado-","150","35","35"
"872","grado-","150","40","40"
"869","grado-","150","38","38"
"875","grado-","150","43","43"
"874","grado-","150","58","58"
"873","grado-","150","35","35"
"877","grado-","150","38","38"
"876","grado-","150","40","40"
"879","grado-","150","26","26"
"882","grado-","150","35","35"
"881","grado-","150","33","33"
"885","grado-","150","40","40"
"883","grado-","150","45","45"
"886","grado-","150","36","36"
"880","grado-","150","33","33"
"878","grado-","150","53","53"
"887","grado-","150","29","29"
"888","grado-","150","43","43"
"891","grado-","150","28","28"
"889","grado-","150","38","38"
"892","grado-","150","32","32"
"893","grado-","150","32","32"
