"BehaviorSpace results (NetLogo 6.2.1)"
"ExperimentoDifusiónTresModelos.nlogo"
"DiffTresModelos"
"09/07/2022 12:37:26:086 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","la-red","num-nodos","[step]","ticks"
"728","aleatoria","100","35","35"
"735","aleatoria","100","15","15"
"738","aleatoria","100","16","16"
"737","aleatoria","100","16","16"
"736","aleatoria","100","16","16"
"734","aleatoria","100","22","22"
"739","aleatoria","100","17","17"
"740","aleatoria","100","14","14"
"745","aleatoria","100","12","12"
"742","aleatoria","100","15","15"
"741","aleatoria","100","24","24"
"746","aleatoria","100","17","17"
"744","aleatoria","100","23","23"
"747","aleatoria","100","13","13"
"751","aleatoria","100","18","18"
"749","aleatoria","100","23","23"
"743","aleatoria","100","27","27"
"753","aleatoria","100","21","21"
"752","aleatoria","100","18","18"
"748","aleatoria","100","27","27"
"754","aleatoria","100","29","29"
"755","aleatoria","100","15","15"
